Data,Ora,price,date,datetime
26/06/2018,9,41.9,2018-06-26,2018-06-26T09:00:00.000000+0200
26/06/2018,10,49.01,2018-06-26,2018-06-26T10:00:00.000000+0200
26/06/2018,11,52.25,2018-06-26,2018-06-26T11:00:00.000000+0200
26/06/2018,12,55.22,2018-06-26,2018-06-26T12:00:00.000000+0200
26/06/2018,13,56.03,2018-06-26,2018-06-26T13:00:00.000000+0200
26/06/2018,14,54.62,2018-06-26,2018-06-26T14:00:00.000000+0200
26/06/2018,15,53.18,2018-06-26,2018-06-26T15:00:00.000000+0200
26/06/2018,16,52.09,2018-06-26,2018-06-26T16:00:00.000000+0200
26/06/2018,17,51.42,2018-06-26,2018-06-26T17:00:00.000000+0200
26/06/2018,18,52.18,2018-06-26,2018-06-26T18:00:00.000000+0200
26/06/2018,19,52.28,2018-06-26,2018-06-26T19:00:00.000000+0200
26/06/2018,20,52.53,2018-06-26,2018-06-26T20:00:00.000000+0200
26/06/2018,21,54.85,2018-06-26,2018-06-26T21:00:00.000000+0200
26/06/2018,22,55.35,2018-06-26,2018-06-26T22:00:00.000000+0200
26/06/2018,23,54.54,2018-06-26,2018-06-26T23:00:00.000000+0200
26/06/2018,24,52.01,2018-06-26,2018-06-27T00:00:00.000000+0200
27/06/2018,1,50.01,2018-06-27,2018-06-27T01:00:00.000000+0200
27/06/2018,2,45.16,2018-06-27,2018-06-27T02:00:00.000000+0200
27/06/2018,3,43.58,2018-06-27,2018-06-27T03:00:00.000000+0200
27/06/2018,4,44.6,2018-06-27,2018-06-27T04:00:00.000000+0200
27/06/2018,5,42.26,2018-06-27,2018-06-27T05:00:00.000000+0200
27/06/2018,6,36.12,2018-06-27,2018-06-27T06:00:00.000000+0200
27/06/2018,7,33.81,2018-06-27,2018-06-27T07:00:00.000000+0200
27/06/2018,8,32.55,2018-06-27,2018-06-27T08:00:00.000000+0200
27/06/2018,9,32.55,2018-06-27,2018-06-27T09:00:00.000000+0200
27/06/2018,10,43.57,2018-06-27,2018-06-27T10:00:00.000000+0200
27/06/2018,11,52.176,2018-06-27,2018-06-27T11:00:00.000000+0200
27/06/2018,12,52.259,2018-06-27,2018-06-27T12:00:00.000000+0200
27/06/2018,13,53.3,2018-06-27,2018-06-27T13:00:00.000000+0200
27/06/2018,14,52.52,2018-06-27,2018-06-27T14:00:00.000000+0200
27/06/2018,15,47.74,2018-06-27,2018-06-27T15:00:00.000000+0200
27/06/2018,16,44.71,2018-06-27,2018-06-27T16:00:00.000000+0200
27/06/2018,17,43.79,2018-06-27,2018-06-27T17:00:00.000000+0200
27/06/2018,18,45.01,2018-06-27,2018-06-27T18:00:00.000000+0200
27/06/2018,19,48.74,2018-06-27,2018-06-27T19:00:00.000000+0200
27/06/2018,20,52.84,2018-06-27,2018-06-27T20:00:00.000000+0200
27/06/2018,21,60.0,2018-06-27,2018-06-27T21:00:00.000000+0200
27/06/2018,22,60.0,2018-06-27,2018-06-27T22:00:00.000000+0200
27/06/2018,23,56.35,2018-06-27,2018-06-27T23:00:00.000000+0200
27/06/2018,24,52.77,2018-06-27,2018-06-28T00:00:00.000000+0200
28/06/2018,1,50.51,2018-06-28,2018-06-28T01:00:00.000000+0200
28/06/2018,2,46.67,2018-06-28,2018-06-28T02:00:00.000000+0200
28/06/2018,3,44.11,2018-06-28,2018-06-28T03:00:00.000000+0200
28/06/2018,4,42.05,2018-06-28,2018-06-28T04:00:00.000000+0200
28/06/2018,5,36.08,2018-06-28,2018-06-28T05:00:00.000000+0200
28/06/2018,6,35.03,2018-06-28,2018-06-28T06:00:00.000000+0200
28/06/2018,7,33.19,2018-06-28,2018-06-28T07:00:00.000000+0200
28/06/2018,8,32.29,2018-06-28,2018-06-28T08:00:00.000000+0200
28/06/2018,9,32.3,2018-06-28,2018-06-28T09:00:00.000000+0200
28/06/2018,10,36.11,2018-06-28,2018-06-28T10:00:00.000000+0200
28/06/2018,11,43.57,2018-06-28,2018-06-28T11:00:00.000000+0200
28/06/2018,12,45.93,2018-06-28,2018-06-28T12:00:00.000000+0200
28/06/2018,13,47.94,2018-06-28,2018-06-28T13:00:00.000000+0200
28/06/2018,14,51.5,2018-06-28,2018-06-28T14:00:00.000000+0200
28/06/2018,15,51.03,2018-06-28,2018-06-28T15:00:00.000000+0200
28/06/2018,16,51.03,2018-06-28,2018-06-28T16:00:00.000000+0200
28/06/2018,17,48.74,2018-06-28,2018-06-28T17:00:00.000000+0200
28/06/2018,18,49.14,2018-06-28,2018-06-28T18:00:00.000000+0200
28/06/2018,19,51.11,2018-06-28,2018-06-28T19:00:00.000000+0200
28/06/2018,20,55.34,2018-06-28,2018-06-28T20:00:00.000000+0200
28/06/2018,21,61.01,2018-06-28,2018-06-28T21:00:00.000000+0200
28/06/2018,22,62.51,2018-06-28,2018-06-28T22:00:00.000000+0200
28/06/2018,23,58.2,2018-06-28,2018-06-28T23:00:00.000000+0200
28/06/2018,24,58.72,2018-06-28,2018-06-29T00:00:00.000000+0200
29/06/2018,1,53.01,2018-06-29,2018-06-29T01:00:00.000000+0200
29/06/2018,2,48.74,2018-06-29,2018-06-29T02:00:00.000000+0200
29/06/2018,3,43.66,2018-06-29,2018-06-29T03:00:00.000000+0200
29/06/2018,4,42.01,2018-06-29,2018-06-29T04:00:00.000000+0200
29/06/2018,5,35.16,2018-06-29,2018-06-29T05:00:00.000000+0200
29/06/2018,6,32.55,2018-06-29,2018-06-29T06:00:00.000000+0200
29/06/2018,7,32.78,2018-06-29,2018-06-29T07:00:00.000000+0200
29/06/2018,8,32.55,2018-06-29,2018-06-29T08:00:00.000000+0200
29/06/2018,9,36.11,2018-06-29,2018-06-29T09:00:00.000000+0200
29/06/2018,10,48.37,2018-06-29,2018-06-29T10:00:00.000000+0200
29/06/2018,11,54.2,2018-06-29,2018-06-29T11:00:00.000000+0200
29/06/2018,12,61.36,2018-06-29,2018-06-29T12:00:00.000000+0200
29/06/2018,13,56.01,2018-06-29,2018-06-29T13:00:00.000000+0200
29/06/2018,14,54.6,2018-06-29,2018-06-29T14:00:00.000000+0200
29/06/2018,15,53.78,2018-06-29,2018-06-29T15:00:00.000000+0200
29/06/2018,16,51.15,2018-06-29,2018-06-29T16:00:00.000000+0200
29/06/2018,17,51.1,2018-06-29,2018-06-29T17:00:00.000000+0200
29/06/2018,18,53.78,2018-06-29,2018-06-29T18:00:00.000000+0200
29/06/2018,19,56.34,2018-06-29,2018-06-29T19:00:00.000000+0200
29/06/2018,20,61.36,2018-06-29,2018-06-29T20:00:00.000000+0200
29/06/2018,21,65.01,2018-06-29,2018-06-29T21:00:00.000000+0200
29/06/2018,22,60.01,2018-06-29,2018-06-29T22:00:00.000000+0200
29/06/2018,23,56.7,2018-06-29,2018-06-29T23:00:00.000000+0200
29/06/2018,24,54.01,2018-06-29,2018-06-30T00:00:00.000000+0200
30/06/2018,1,52.66,2018-06-30,2018-06-30T01:00:00.000000+0200
30/06/2018,2,51.61,2018-06-30,2018-06-30T02:00:00.000000+0200
30/06/2018,3,47.28,2018-06-30,2018-06-30T03:00:00.000000+0200
30/06/2018,4,44.82,2018-06-30,2018-06-30T04:00:00.000000+0200
30/06/2018,5,42.66,2018-06-30,2018-06-30T05:00:00.000000+0200
30/06/2018,6,37.01,2018-06-30,2018-06-30T06:00:00.000000+0200
30/06/2018,7,32.01,2018-06-30,2018-06-30T07:00:00.000000+0200
30/06/2018,8,32.01,2018-06-30,2018-06-30T08:00:00.000000+0200
30/06/2018,9,40.01,2018-06-30,2018-06-30T09:00:00.000000+0200
30/06/2018,10,47.11,2018-06-30,2018-06-30T10:00:00.000000+0200
30/06/2018,11,51.01,2018-06-30,2018-06-30T11:00:00.000000+0200
30/06/2018,12,66.02,2018-06-30,2018-06-30T12:00:00.000000+0200
30/06/2018,13,68.01,2018-06-30,2018-06-30T13:00:00.000000+0200
30/06/2018,14,66.01,2018-06-30,2018-06-30T14:00:00.000000+0200
30/06/2018,15,59.16,2018-06-30,2018-06-30T15:00:00.000000+0200
30/06/2018,16,54.58,2018-06-30,2018-06-30T16:00:00.000000+0200
30/06/2018,17,54.47,2018-06-30,2018-06-30T17:00:00.000000+0200
30/06/2018,18,58.05,2018-06-30,2018-06-30T18:00:00.000000+0200
30/06/2018,19,60.01,2018-06-30,2018-06-30T19:00:00.000000+0200
30/06/2018,20,58.04,2018-06-30,2018-06-30T20:00:00.000000+0200
30/06/2018,21,58.04,2018-06-30,2018-06-30T21:00:00.000000+0200
30/06/2018,22,55.7,2018-06-30,2018-06-30T22:00:00.000000+0200
30/06/2018,23,54.38,2018-06-30,2018-06-30T23:00:00.000000+0200
30/06/2018,24,51.59,2018-06-30,2018-07-01T00:00:00.000000+0200
01/07/2018,1,49.41,2018-07-01,2018-07-01T01:00:00.000000+0200
01/07/2018,2,44.24,2018-07-01,2018-07-01T02:00:00.000000+0200
01/07/2018,3,43.21,2018-07-01,2018-07-01T03:00:00.000000+0200
01/07/2018,4,38.13,2018-07-01,2018-07-01T04:00:00.000000+0200
01/07/2018,5,34.21,2018-07-01,2018-07-01T05:00:00.000000+0200
01/07/2018,6,31.01,2018-07-01,2018-07-01T06:00:00.000000+0200
01/07/2018,7,29.82,2018-07-01,2018-07-01T07:00:00.000000+0200
01/07/2018,8,31.01,2018-07-01,2018-07-01T08:00:00.000000+0200
01/07/2018,9,40.01,2018-07-01,2018-07-01T09:00:00.000000+0200
01/07/2018,10,49.17,2018-07-01,2018-07-01T10:00:00.000000+0200
01/07/2018,11,50.2,2018-07-01,2018-07-01T11:00:00.000000+0200
01/07/2018,12,55.01,2018-07-01,2018-07-01T12:00:00.000000+0200
01/07/2018,13,52.12,2018-07-01,2018-07-01T13:00:00.000000+0200
01/07/2018,14,52.26,2018-07-01,2018-07-01T14:00:00.000000+0200
01/07/2018,15,51.66,2018-07-01,2018-07-01T15:00:00.000000+0200
01/07/2018,16,49.81,2018-07-01,2018-07-01T16:00:00.000000+0200
01/07/2018,17,50.01,2018-07-01,2018-07-01T17:00:00.000000+0200
01/07/2018,18,51.13,2018-07-01,2018-07-01T18:00:00.000000+0200
01/07/2018,19,51.195,2018-07-01,2018-07-01T19:00:00.000000+0200
01/07/2018,20,53.06,2018-07-01,2018-07-01T20:00:00.000000+0200
01/07/2018,21,59.73,2018-07-01,2018-07-01T21:00:00.000000+0200
01/07/2018,22,56.54,2018-07-01,2018-07-01T22:00:00.000000+0200
01/07/2018,23,55.36,2018-07-01,2018-07-01T23:00:00.000000+0200
01/07/2018,24,50.01,2018-07-01,2018-07-02T00:00:00.000000+0200
02/07/2018,1,48.81,2018-07-02,2018-07-02T01:00:00.000000+0200
02/07/2018,2,45.15,2018-07-02,2018-07-02T02:00:00.000000+0200
02/07/2018,3,43.62,2018-07-02,2018-07-02T03:00:00.000000+0200
02/07/2018,4,43.68,2018-07-02,2018-07-02T04:00:00.000000+0200
02/07/2018,5,40.21,2018-07-02,2018-07-02T05:00:00.000000+0200
02/07/2018,6,39.01,2018-07-02,2018-07-02T06:00:00.000000+0200
02/07/2018,7,37.28,2018-07-02,2018-07-02T07:00:00.000000+0200
02/07/2018,8,39.01,2018-07-02,2018-07-02T08:00:00.000000+0200
02/07/2018,9,43.47,2018-07-02,2018-07-02T09:00:00.000000+0200
02/07/2018,10,49.01,2018-07-02,2018-07-02T10:00:00.000000+0200
02/07/2018,11,54.85,2018-07-02,2018-07-02T11:00:00.000000+0200
02/07/2018,12,60.43,2018-07-02,2018-07-02T12:00:00.000000+0200
02/07/2018,13,55.99,2018-07-02,2018-07-02T13:00:00.000000+0200
02/07/2018,14,53.57,2018-07-02,2018-07-02T14:00:00.000000+0200
02/07/2018,15,51.66,2018-07-02,2018-07-02T15:00:00.000000+0200
02/07/2018,16,49.01,2018-07-02,2018-07-02T16:00:00.000000+0200
02/07/2018,17,48.01,2018-07-02,2018-07-02T17:00:00.000000+0200
02/07/2018,18,50.74,2018-07-02,2018-07-02T18:00:00.000000+0200
02/07/2018,19,50.71,2018-07-02,2018-07-02T19:00:00.000000+0200
02/07/2018,20,52.57,2018-07-02,2018-07-02T20:00:00.000000+0200
02/07/2018,21,55.62,2018-07-02,2018-07-02T21:00:00.000000+0200
02/07/2018,22,52.7,2018-07-02,2018-07-02T22:00:00.000000+0200
02/07/2018,23,51.35,2018-07-02,2018-07-02T23:00:00.000000+0200
02/07/2018,24,48.87,2018-07-02,2018-07-03T00:00:00.000000+0200
03/07/2018,1,46.79,2018-07-03,2018-07-03T01:00:00.000000+0200
03/07/2018,2,44.47,2018-07-03,2018-07-03T02:00:00.000000+0200
03/07/2018,3,43.66,2018-07-03,2018-07-03T03:00:00.000000+0200
03/07/2018,4,43.76,2018-07-03,2018-07-03T04:00:00.000000+0200
03/07/2018,5,38.33,2018-07-03,2018-07-03T05:00:00.000000+0200
03/07/2018,6,33.47,2018-07-03,2018-07-03T06:00:00.000000+0200
03/07/2018,7,34.31,2018-07-03,2018-07-03T07:00:00.000000+0200
03/07/2018,8,33.31,2018-07-03,2018-07-03T08:00:00.000000+0200
03/07/2018,9,38.34,2018-07-03,2018-07-03T09:00:00.000000+0200
03/07/2018,10,44.08,2018-07-03,2018-07-03T10:00:00.000000+0200
03/07/2018,11,53.77,2018-07-03,2018-07-03T11:00:00.000000+0200
03/07/2018,12,62.83,2018-07-03,2018-07-03T12:00:00.000000+0200
03/07/2018,13,58.06,2018-07-03,2018-07-03T13:00:00.000000+0200
03/07/2018,14,56.3,2018-07-03,2018-07-03T14:00:00.000000+0200
03/07/2018,15,56.8,2018-07-03,2018-07-03T15:00:00.000000+0200
03/07/2018,16,48.73,2018-07-03,2018-07-03T16:00:00.000000+0200
03/07/2018,17,48.66,2018-07-03,2018-07-03T17:00:00.000000+0200
03/07/2018,18,50.91,2018-07-03,2018-07-03T18:00:00.000000+0200
03/07/2018,19,54.95,2018-07-03,2018-07-03T19:00:00.000000+0200
03/07/2018,20,57.43,2018-07-03,2018-07-03T20:00:00.000000+0200
03/07/2018,21,66.36,2018-07-03,2018-07-03T21:00:00.000000+0200
03/07/2018,22,66.36,2018-07-03,2018-07-03T22:00:00.000000+0200
03/07/2018,23,62.57,2018-07-03,2018-07-03T23:00:00.000000+0200
03/07/2018,24,53.31,2018-07-03,2018-07-04T00:00:00.000000+0200
04/07/2018,1,48.81,2018-07-04,2018-07-04T01:00:00.000000+0200
04/07/2018,2,46.79,2018-07-04,2018-07-04T02:00:00.000000+0200
04/07/2018,3,43.5,2018-07-04,2018-07-04T03:00:00.000000+0200
04/07/2018,4,43.103,2018-07-04,2018-07-04T04:00:00.000000+0200
04/07/2018,5,42.59,2018-07-04,2018-07-04T05:00:00.000000+0200
04/07/2018,6,41.72,2018-07-04,2018-07-04T06:00:00.000000+0200
04/07/2018,7,41.77,2018-07-04,2018-07-04T07:00:00.000000+0200
04/07/2018,8,41.31,2018-07-04,2018-07-04T08:00:00.000000+0200
04/07/2018,9,41.5,2018-07-04,2018-07-04T09:00:00.000000+0200
04/07/2018,10,48.28,2018-07-04,2018-07-04T10:00:00.000000+0200
04/07/2018,11,50.62,2018-07-04,2018-07-04T11:00:00.000000+0200
04/07/2018,12,55.72,2018-07-04,2018-07-04T12:00:00.000000+0200
04/07/2018,13,53.35,2018-07-04,2018-07-04T13:00:00.000000+0200
04/07/2018,14,50.42,2018-07-04,2018-07-04T14:00:00.000000+0200
04/07/2018,15,47.01,2018-07-04,2018-07-04T15:00:00.000000+0200
04/07/2018,16,45.49,2018-07-04,2018-07-04T16:00:00.000000+0200
04/07/2018,17,44.76,2018-07-04,2018-07-04T17:00:00.000000+0200
04/07/2018,18,45.58,2018-07-04,2018-07-04T18:00:00.000000+0200
04/07/2018,19,48.72,2018-07-04,2018-07-04T19:00:00.000000+0200
04/07/2018,20,50.61,2018-07-04,2018-07-04T20:00:00.000000+0200
04/07/2018,21,67.81,2018-07-04,2018-07-04T21:00:00.000000+0200
04/07/2018,22,66.1,2018-07-04,2018-07-04T22:00:00.000000+0200
04/07/2018,23,66.101,2018-07-04,2018-07-04T23:00:00.000000+0200
04/07/2018,24,53.35,2018-07-04,2018-07-05T00:00:00.000000+0200
05/07/2018,1,50.11,2018-07-05,2018-07-05T01:00:00.000000+0200
05/07/2018,2,45.02,2018-07-05,2018-07-05T02:00:00.000000+0200
05/07/2018,3,41.86,2018-07-05,2018-07-05T03:00:00.000000+0200
05/07/2018,4,38.76,2018-07-05,2018-07-05T04:00:00.000000+0200
05/07/2018,5,34.1,2018-07-05,2018-07-05T05:00:00.000000+0200
05/07/2018,6,30.01,2018-07-05,2018-07-05T06:00:00.000000+0200
05/07/2018,7,27.72,2018-07-05,2018-07-05T07:00:00.000000+0200
05/07/2018,8,25.57,2018-07-05,2018-07-05T08:00:00.000000+0200
05/07/2018,9,27.69,2018-07-05,2018-07-05T09:00:00.000000+0200
05/07/2018,10,28.48,2018-07-05,2018-07-05T10:00:00.000000+0200
05/07/2018,11,32.57,2018-07-05,2018-07-05T11:00:00.000000+0200
05/07/2018,12,36.14,2018-07-05,2018-07-05T12:00:00.000000+0200
05/07/2018,13,44.01,2018-07-05,2018-07-05T13:00:00.000000+0200
05/07/2018,14,46.41,2018-07-05,2018-07-05T14:00:00.000000+0200
05/07/2018,15,45.55,2018-07-05,2018-07-05T15:00:00.000000+0200
05/07/2018,16,43.14,2018-07-05,2018-07-05T16:00:00.000000+0200
05/07/2018,17,37.78,2018-07-05,2018-07-05T17:00:00.000000+0200
05/07/2018,18,38.75,2018-07-05,2018-07-05T18:00:00.000000+0200
05/07/2018,19,43.44,2018-07-05,2018-07-05T19:00:00.000000+0200
05/07/2018,20,48.16,2018-07-05,2018-07-05T20:00:00.000000+0200
05/07/2018,21,53.35,2018-07-05,2018-07-05T21:00:00.000000+0200
05/07/2018,22,51.91,2018-07-05,2018-07-05T22:00:00.000000+0200
05/07/2018,23,53.35,2018-07-05,2018-07-05T23:00:00.000000+0200
05/07/2018,24,50.42,2018-07-05,2018-07-06T00:00:00.000000+0200
06/07/2018,1,49.92,2018-07-06,2018-07-06T01:00:00.000000+0200
06/07/2018,2,45.09,2018-07-06,2018-07-06T02:00:00.000000+0200
06/07/2018,3,37.01,2018-07-06,2018-07-06T03:00:00.000000+0200
06/07/2018,4,27.07,2018-07-06,2018-07-06T04:00:00.000000+0200
06/07/2018,5,20.01,2018-07-06,2018-07-06T05:00:00.000000+0200
06/07/2018,6,16.23,2018-07-06,2018-07-06T06:00:00.000000+0200
06/07/2018,7,12.89,2018-07-06,2018-07-06T07:00:00.000000+0200
06/07/2018,8,15.85,2018-07-06,2018-07-06T08:00:00.000000+0200
06/07/2018,9,33.01,2018-07-06,2018-07-06T09:00:00.000000+0200
06/07/2018,10,44.66,2018-07-06,2018-07-06T10:00:00.000000+0200
06/07/2018,11,48.16,2018-07-06,2018-07-06T11:00:00.000000+0200
06/07/2018,12,51.69,2018-07-06,2018-07-06T12:00:00.000000+0200
06/07/2018,13,50.4,2018-07-06,2018-07-06T13:00:00.000000+0200
06/07/2018,14,48.17,2018-07-06,2018-07-06T14:00:00.000000+0200
06/07/2018,15,48.73,2018-07-06,2018-07-06T15:00:00.000000+0200
06/07/2018,16,47.78,2018-07-06,2018-07-06T16:00:00.000000+0200
06/07/2018,17,47.117,2018-07-06,2018-07-06T17:00:00.000000+0200
06/07/2018,18,48.96,2018-07-06,2018-07-06T18:00:00.000000+0200
06/07/2018,19,50.21,2018-07-06,2018-07-06T19:00:00.000000+0200
06/07/2018,20,55.7,2018-07-06,2018-07-06T20:00:00.000000+0200
06/07/2018,21,66.99,2018-07-06,2018-07-06T21:00:00.000000+0200
06/07/2018,22,67.01,2018-07-06,2018-07-06T22:00:00.000000+0200
06/07/2018,23,57.33,2018-07-06,2018-07-06T23:00:00.000000+0200
06/07/2018,24,50.95,2018-07-06,2018-07-07T00:00:00.000000+0200
07/07/2018,1,49.92,2018-07-07,2018-07-07T01:00:00.000000+0200
07/07/2018,2,47.11,2018-07-07,2018-07-07T02:00:00.000000+0200
07/07/2018,3,44.66,2018-07-07,2018-07-07T03:00:00.000000+0200
07/07/2018,4,47.01,2018-07-07,2018-07-07T04:00:00.000000+0200
07/07/2018,5,43.76,2018-07-07,2018-07-07T05:00:00.000000+0200
07/07/2018,6,43.23,2018-07-07,2018-07-07T06:00:00.000000+0200
07/07/2018,7,43.28,2018-07-07,2018-07-07T07:00:00.000000+0200
07/07/2018,8,43.16,2018-07-07,2018-07-07T08:00:00.000000+0200
07/07/2018,9,44.07,2018-07-07,2018-07-07T09:00:00.000000+0200
07/07/2018,10,52.63,2018-07-07,2018-07-07T10:00:00.000000+0200
07/07/2018,11,66.14,2018-07-07,2018-07-07T11:00:00.000000+0200
07/07/2018,12,72.6,2018-07-07,2018-07-07T12:00:00.000000+0200
07/07/2018,13,64.18,2018-07-07,2018-07-07T13:00:00.000000+0200
07/07/2018,14,52.56,2018-07-07,2018-07-07T14:00:00.000000+0200
07/07/2018,15,48.92,2018-07-07,2018-07-07T15:00:00.000000+0200
07/07/2018,16,45.7,2018-07-07,2018-07-07T16:00:00.000000+0200
07/07/2018,17,45.6,2018-07-07,2018-07-07T17:00:00.000000+0200
07/07/2018,18,46.45,2018-07-07,2018-07-07T18:00:00.000000+0200
07/07/2018,19,48.16,2018-07-07,2018-07-07T19:00:00.000000+0200
07/07/2018,20,52.56,2018-07-07,2018-07-07T20:00:00.000000+0200
07/07/2018,21,59.39,2018-07-07,2018-07-07T21:00:00.000000+0200
07/07/2018,22,58.01,2018-07-07,2018-07-07T22:00:00.000000+0200
07/07/2018,23,54.1,2018-07-07,2018-07-07T23:00:00.000000+0200
07/07/2018,24,50.2,2018-07-07,2018-07-08T00:00:00.000000+0200
08/07/2018,1,47.09,2018-07-08,2018-07-08T01:00:00.000000+0200
08/07/2018,2,47.18,2018-07-08,2018-07-08T02:00:00.000000+0200
08/07/2018,3,43.29,2018-07-08,2018-07-08T03:00:00.000000+0200
08/07/2018,4,44.67,2018-07-08,2018-07-08T04:00:00.000000+0200
08/07/2018,5,41.97,2018-07-08,2018-07-08T05:00:00.000000+0200
08/07/2018,6,39.51,2018-07-08,2018-07-08T06:00:00.000000+0200
08/07/2018,7,40.0,2018-07-08,2018-07-08T07:00:00.000000+0200
08/07/2018,8,40.0,2018-07-08,2018-07-08T08:00:00.000000+0200
08/07/2018,9,42.74,2018-07-08,2018-07-08T09:00:00.000000+0200
08/07/2018,10,49.09,2018-07-08,2018-07-08T10:00:00.000000+0200
08/07/2018,11,50.33,2018-07-08,2018-07-08T11:00:00.000000+0200
08/07/2018,12,61.67,2018-07-08,2018-07-08T12:00:00.000000+0200
08/07/2018,13,51.89,2018-07-08,2018-07-08T13:00:00.000000+0200
08/07/2018,14,48.61,2018-07-08,2018-07-08T14:00:00.000000+0200
08/07/2018,15,46.27,2018-07-08,2018-07-08T15:00:00.000000+0200
08/07/2018,16,46.18,2018-07-08,2018-07-08T16:00:00.000000+0200
08/07/2018,17,45.21,2018-07-08,2018-07-08T17:00:00.000000+0200
08/07/2018,18,48.5,2018-07-08,2018-07-08T18:00:00.000000+0200
08/07/2018,19,50.32,2018-07-08,2018-07-08T19:00:00.000000+0200
08/07/2018,20,61.67,2018-07-08,2018-07-08T20:00:00.000000+0200
08/07/2018,21,72.87,2018-07-08,2018-07-08T21:00:00.000000+0200
08/07/2018,22,72.87,2018-07-08,2018-07-08T22:00:00.000000+0200
08/07/2018,23,70.84,2018-07-08,2018-07-08T23:00:00.000000+0200
08/07/2018,24,54.83,2018-07-08,2018-07-09T00:00:00.000000+0200
09/07/2018,1,49.23,2018-07-09,2018-07-09T01:00:00.000000+0200
09/07/2018,2,49.67,2018-07-09,2018-07-09T02:00:00.000000+0200
09/07/2018,3,46.9,2018-07-09,2018-07-09T03:00:00.000000+0200
09/07/2018,4,47.27,2018-07-09,2018-07-09T04:00:00.000000+0200
09/07/2018,5,44.81,2018-07-09,2018-07-09T05:00:00.000000+0200
09/07/2018,6,43.29,2018-07-09,2018-07-09T06:00:00.000000+0200
09/07/2018,7,42.87,2018-07-09,2018-07-09T07:00:00.000000+0200
09/07/2018,8,43.02,2018-07-09,2018-07-09T08:00:00.000000+0200
09/07/2018,9,44.68,2018-07-09,2018-07-09T09:00:00.000000+0200
09/07/2018,10,50.83,2018-07-09,2018-07-09T10:00:00.000000+0200
09/07/2018,11,58.99,2018-07-09,2018-07-09T11:00:00.000000+0200
09/07/2018,12,71.55,2018-07-09,2018-07-09T12:00:00.000000+0200
09/07/2018,13,67.01,2018-07-09,2018-07-09T13:00:00.000000+0200
09/07/2018,14,51.45,2018-07-09,2018-07-09T14:00:00.000000+0200
09/07/2018,15,51.96,2018-07-09,2018-07-09T15:00:00.000000+0200
09/07/2018,16,49.29,2018-07-09,2018-07-09T16:00:00.000000+0200
09/07/2018,17,49.67,2018-07-09,2018-07-09T17:00:00.000000+0200
09/07/2018,18,50.58,2018-07-09,2018-07-09T18:00:00.000000+0200
09/07/2018,19,51.57,2018-07-09,2018-07-09T19:00:00.000000+0200
09/07/2018,20,58.01,2018-07-09,2018-07-09T20:00:00.000000+0200
09/07/2018,21,72.6,2018-07-09,2018-07-09T21:00:00.000000+0200
09/07/2018,22,71.24,2018-07-09,2018-07-09T22:00:00.000000+0200
09/07/2018,23,65.01,2018-07-09,2018-07-09T23:00:00.000000+0200
09/07/2018,24,51.23,2018-07-09,2018-07-10T00:00:00.000000+0200
10/07/2018,1,48.67,2018-07-10,2018-07-10T01:00:00.000000+0200
10/07/2018,2,46.88,2018-07-10,2018-07-10T02:00:00.000000+0200
10/07/2018,3,44.02,2018-07-10,2018-07-10T03:00:00.000000+0200
10/07/2018,4,46.25,2018-07-10,2018-07-10T04:00:00.000000+0200
10/07/2018,5,43.4,2018-07-10,2018-07-10T05:00:00.000000+0200
10/07/2018,6,42.64,2018-07-10,2018-07-10T06:00:00.000000+0200
10/07/2018,7,41.05,2018-07-10,2018-07-10T07:00:00.000000+0200
10/07/2018,8,42.24,2018-07-10,2018-07-10T08:00:00.000000+0200
10/07/2018,9,43.02,2018-07-10,2018-07-10T09:00:00.000000+0200
10/07/2018,10,47.31,2018-07-10,2018-07-10T10:00:00.000000+0200
10/07/2018,11,51.28,2018-07-10,2018-07-10T11:00:00.000000+0200
10/07/2018,12,57.11,2018-07-10,2018-07-10T12:00:00.000000+0200
10/07/2018,13,54.48,2018-07-10,2018-07-10T13:00:00.000000+0200
10/07/2018,14,54.98,2018-07-10,2018-07-10T14:00:00.000000+0200
10/07/2018,15,50.4,2018-07-10,2018-07-10T15:00:00.000000+0200
10/07/2018,16,50.31,2018-07-10,2018-07-10T16:00:00.000000+0200
10/07/2018,17,49.21,2018-07-10,2018-07-10T17:00:00.000000+0200
10/07/2018,18,48.97,2018-07-10,2018-07-10T18:00:00.000000+0200
10/07/2018,19,50.51,2018-07-10,2018-07-10T19:00:00.000000+0200
10/07/2018,20,53.87,2018-07-10,2018-07-10T20:00:00.000000+0200
10/07/2018,21,65.01,2018-07-10,2018-07-10T21:00:00.000000+0200
10/07/2018,22,64.19,2018-07-10,2018-07-10T22:00:00.000000+0200
10/07/2018,23,57.35,2018-07-10,2018-07-10T23:00:00.000000+0200
10/07/2018,24,50.51,2018-07-10,2018-07-11T00:00:00.000000+0200
11/07/2018,1,48.33,2018-07-11,2018-07-11T01:00:00.000000+0200
11/07/2018,2,46.93,2018-07-11,2018-07-11T02:00:00.000000+0200
11/07/2018,3,43.1,2018-07-11,2018-07-11T03:00:00.000000+0200
11/07/2018,4,46.97,2018-07-11,2018-07-11T04:00:00.000000+0200
11/07/2018,5,45.21,2018-07-11,2018-07-11T05:00:00.000000+0200
11/07/2018,6,42.34,2018-07-11,2018-07-11T06:00:00.000000+0200
